Chart Recorder Data File Tue, Mar 22, 2022 10:00 AM
CH1 (V)  	CH2 (V)  
-0.281074219	0.000488281
-0.265458984	0.001953125
-0.281074219	0.002441406
-0.281074219	-0.001953125
-0.281074219	0.001464844
-0.265458984	0.003417969
-0.265458984	0.001464844
-0.281074219	0.003417969
-0.265458984	0.000976562
-0.281074219	-0.001953125
-0.281074219	0.001953125
-0.281074219	0.001464844
-0.187382812	0.000976562
-0.140537109	-0.001464844
-0.046845703	0.001464844
0.156152344	-0.002929687
0.327919922	0.001953125
0.359150391	0.000488281
0.405996094	0.001464844
0.515302734	0.001953125
0.593378906	0.001464844
0.655839844	0.003417969
0.765146484	0.001464844
0.827607422	-0.000488281
0.874453125	0.001464844
0.952529297	0.002929687
1.014990234	0.001464844
1.046220703	0.002441406
1.139912109	0.001464844
1.202373047	0.001953125
1.264833984	0.001464844
1.358525391	0.001953125
1.374140625	0.001953125
1.405371094	0.002441406
1.467832031	0.000976562
1.499062500	0.002929687
1.545908203	0.001464844
1.623984375	0.002929687
1.670830078	0.002441406
1.733291016	0.003417969
1.826982422	0.001953125
1.936289062	0.002929687
1.983134766	0.002441406
1.998750000	0.002929687
2.029980469	0.002929687
2.123671875	0.008300781
2.139287109	0.002929687
2.139287109	0.006347656
2.154902344	0.002929687
2.201748047	0.006347656
2.232978516	0.003417969
2.295439453	0.002929687
2.326669922	0.003906250
2.435976563	0.006835937
2.467207031	0.004394531
2.576513672	0.004394531
2.592128906	0.005859375
2.607744141	0.003417969
2.623359375	0.005859375
2.638974609	0.006347656
2.748281250	0.005859375
2.841972656	0.010742187
2.873203125	0.006835937
2.935664062	0.008789062
2.982509766	0.007812500
3.044970703	0.011230469
3.123046875	0.009277344
3.154277344	0.014160156
3.201123047	0.010742187
3.310429688	0.013671875
3.341660156	0.012207031
3.404121094	0.011718750
3.435351562	0.014160156
3.482197266	0.010253906
3.513427734	0.015136719
3.529042969	0.019042969
3.607119141	0.016113281
3.669580078	0.014160156
3.747656250	0.018554687
3.778886719	0.018066406
3.810117187	0.020507812
3.872578125	0.025390625
3.919423828	0.022949219
3.981884766	0.023925781
4.028730469	0.024414062
4.075576172	0.026367187
4.153652344	0.026367187
4.231728516	0.024414062
4.247343750	0.029296875
4.278574219	0.032714844
4.325419922	0.031250000
4.403496094	0.032714844
4.434726562	0.034179687
4.481572266	0.041015625
4.497187500	0.036621094
4.590878906	0.041503906
4.606494141	0.039550781
4.653339844	0.044921875
4.731416016	0.042968750
4.762646484	0.047363281
4.793876953	0.046875000
4.840722656	0.051757812
4.887568359	0.049804687
4.950029297	0.054687500
5.012490234	0.053710937
5.059335938	0.059570312
5.090566406	0.058593750
5.121796875	0.059082031
5.215488281	0.063476562
5.293564453	0.070312500
5.293564453	0.069824219
5.293564453	0.076171875
5.340410156	0.073242187
5.371640625	0.079589844
5.418486328	0.076171875
5.465332031	0.077636719
5.480947266	0.078613281
5.512177734	0.083007812
5.574638672	0.080078125
5.652714844	0.082519531
5.699560547	0.079101562
5.715175781	0.081054687
5.762021484	0.078613281
5.855712891	0.078125000
5.855712891	0.075195312
5.871328125	0.078125000
5.855712891	0.074707031
5.871328125	0.081054687
5.980634766	0.073242187
6.105556641	0.072753906
6.105556641	0.070312500
6.121171875	0.069824219
6.183632812	0.067871094
6.246093750	0.071777344
6.292939453	0.064941406
6.402246094	0.063476562
6.449091797	0.062011719
6.480322266	0.066406250
6.574013672	0.059570312
6.605244141	0.062988281
6.683320313	0.057128906
6.745781250	0.059570312
6.808242188	0.056152344
6.855087891	0.064941406
6.886318359	0.054687500
6.901933594	0.057128906
6.964394531	0.053710937
6.980009766	0.061035156
7.026855469	0.053710937
7.104931641	0.056640625
7.136162109	0.053222656
7.214238281	0.054199219
7.229853516	0.053222656
7.229853516	0.060058594
7.276699219	0.053710937
7.276699219	0.057128906
7.292314453	0.053222656
7.339160156	0.055664062
7.386005859	0.053710937
7.432851562	0.058105469
7.510927734	0.055175781
7.542158203	0.066894531
7.589003906	0.056640625
7.667080078	0.060058594
7.729541016	0.058593750
7.807617187	0.062011719
7.838847656	0.060546875
7.916923828	0.068847656
7.995000000	0.063476562
8.057460938	0.063476562
8.104306641	0.067382812
8.166767578	0.073242187
8.213613281	0.070800781
8.260458984	0.075195312
8.276074219	0.073730469
8.307304688	0.071777344
8.354150391	0.076171875
8.432226563	0.083984375
8.479072266	0.079589844
8.557148438	0.089355469
8.572763672	0.083984375
8.619609375	0.092773437
8.666455078	0.088378906
8.713300781	0.094726562
8.744531250	0.092773437
8.775761719	0.098144531
8.853837891	0.096679687
8.916298828	0.102050781
8.947529297	0.101562500
9.009990234	0.107910156
9.088066406	0.107421875
9.181757812	0.107910156
9.212988281	0.114746094
9.244218750	0.124023437
9.322294922	0.119628906
9.384755859	0.126953125
9.384755859	0.126464844
9.415986328	0.125976562
9.478447266	0.131347656
9.494062500	0.136718750
9.618984375	0.137207031
9.634599609	0.147949219
9.681445312	0.143554687
9.728291016	0.151367187
9.759521484	0.149902344
9.806367187	0.159179687
9.853212891	0.157226562
9.868828125	0.164550781
9.915673828	0.161621094
9.962519531	0.162597656
10.009365234	0.167480469
10.056210937	0.171875000
10.118671875	0.173828125
10.149902344	0.178222656
10.212363281	0.179199219
10.243593750	0.187011719
10.306054687	0.182617187
10.321669922	0.179687500
10.352900391	0.183593750
10.399746094	0.182617187
10.430976562	0.183105469
10.477822266	0.185546875
10.493437500	0.180175781
10.555898437	0.168945312
10.587128906	0.174804687
10.665205078	0.174316406
10.696435547	0.169921875
