4.219,8.329,3.915,8.329,4.224,8.329,2.453,17.077,2.251,17.624,2.407,16.53,2.132,26.372,1.956,26.372,2.259,26.372,1.553,46.055,1.897,44.961,1.669,46.055,1.209,60.817,1.543,65.191,1.633,66.284
4.269,8.329,3.965,8.876,4.274,8.876,2.503,17.624,2.301,18.171,2.457,17.624,2.182,27.465,2.006,27.465,2.309,27.465,1.603,47.148,1.947,46.601,1.719,47.148,1.259,63.55,1.592,67.378,1.683,68.471
4.319,8.876,4.015,8.876,4.324,9.423,2.553,18.171,2.351,18.717,2.507,18.171,2.232,28.559,2.056,28.559,2.359,28.012,1.653,48.788,1.997,47.695,1.769,48.788,1.309,65.737,1.642,69.564,1.833,75.579
4.369,8.876,4.065,9.423,4.374,9.423,2.603,19.264,2.402,19.264,2.557,18.717,2.282,29.105,2.106,29.105,2.409,29.105,1.703,50.428,2.047,49.335,1.819,50.428,1.359,67.924,1.692,71.751,1.883,77.766
4.419,9.423,4.115,9.969,4.424,9.969,2.653,19.811,2.451,19.811,2.607,19.264,2.332,30.199,2.156,30.199,2.459,30.199,1.753,51.522,2.097,50.428,1.869,51.522,1.409,70.111,1.742,73.938,1.933,79.953
4.469,9.969,4.165,9.969,4.474,9.969,2.703,20.358,2.501,20.358,2.657,20.358,2.382,30.746,2.206,30.746,2.509,30.746,1.803,52.615,2.147,52.069,1.919,53.162,1.459,72.298,1.792,76.125,1.983,82.14
4.519,9.969,4.215,10.516,4.524,10.516,2.753,20.904,2.551,21.451,2.707,20.904,2.432,31.839,2.256,31.839,2.559,31.839,1.853,54.256,2.197,53.709,1.969,54.256,1.509,75.032,1.842,78.312,2.033,84.327
4.569,10.516,4.265,10.516,4.574,11.063,2.803,21.451,2.601,21.998,2.757,21.451,2.482,32.933,2.306,32.933,2.609,32.933,1.903,55.349,2.247,54.802,2.019,55.896,1.559,77.219,1.892,81.046,2.083,86.514
4.619,10.516,4.315,11.063,4.624,11.61,2.853,22.545,2.651,22.545,2.807,21.998,2.532,33.479,2.356,33.479,2.659,33.479,1.954,56.989,2.297,56.443,2.069,57.536,1.609,79.406,1.942,83.233,2.133,88.701
4.67,11.063,4.365,11.063,4.674,11.61,2.903,23.091,2.701,23.091,2.857,22.545,2.582,34.573,2.406,34.026,2.709,34.026,2.003,58.083,2.347,57.536,2.119,58.63,1.659,81.593,1.992,85.42,2.183,90.887
4.72,11.61,4.415,11.61,4.724,12.156,2.953,23.638,2.751,23.638,2.907,23.091,2.633,35.12,2.456,35.12,2.759,35.12,2.053,59.723,2.397,59.176,2.169,60.27,1.709,83.78,2.043,87.607,2.233,93.074
4.769,11.61,4.466,12.156,4.774,12.156,3.003,24.185,2.801,24.185,2.957,23.638,2.682,36.213,2.506,35.666,2.809,35.666,2.104,60.817,2.447,60.27,2.219,61.363,1.759,85.967,2.092,89.794,2.283,95.261
4.819,12.156,4.515,12.156,4.824,12.703,3.053,24.732,2.851,24.732,3.007,24.185,2.732,36.76,2.556,36.76,2.859,36.76,2.153,62.457,2.497,61.363,2.269,62.457,1.809,88.154,2.142,91.981,2.333,96.902
4.869,12.156,4.565,12.256,4.875,13.25,3.103,25.278,2.901,25.278,3.057,24.732,2.782,37.307,2.606,37.307,2.91,37.307,2.203,63.55,2.547,62.457,2.319,63.55,1.859,90.341,2.192,93.621,2.383,99.635
4.919,12.703,4.615,12.786,4.924,13.25,3.153,25.825,2.951,25.825,3.107,25.278,2.832,38.4,2.656,37.853,2.959,37.853,2.253,65.191,2.597,64.097,2.369,65.191,1.909,92.528,2.242,96.355,2.433,101.822
4.969,13.25,4.665,13.56,4.974,13.797,3.203,26.372,3.001,26.372,3.157,25.825,2.882,38.947,2.706,38.4,3.009,38.947,2.303,66.284,2.647,65.191,2.419,66.284,1.959,94.715,2.292,98.542,2.483,104.009
5.019,13.25,4.715,13.797,5.024,13.797,3.253,26.918,3.051,26.918,3.207,26.372,2.932,39.494,2.756,39.494,3.059,39.494,2.353,67.378,2.697,66.831,2.469,67.924,2.009,96.902,2.342,100.182,2.533,106.196
5.069,13.797,4.765,14.001,5.074,14.343,3.303,27.465,3.101,27.465,3.257,26.918,2.982,40.04,2.806,40.04,3.109,40.04,2.403,69.018,2.747,67.924,2.519,69.018,2.059,99.089,2.392,102.369,2.583,108.383
5.119,13.797,4.815,14.343,5.124,14.343,3.353,28.012,3.151,28.012,3.307,27.465,3.032,41.134,2.856,40.587,3.159,41.134,2.453,70.111,2.797,69.018,2.569,70.658,2.109,101.276,2.442,104.556,2.633,110.57
5.169,14.343,4.866,14.89,5.174,14.89,3.403,28.559,3.202,28.559,3.357,28.012,3.082,41.681,2.906,41.134,3.209,41.681,2.503,71.751,2.847,70.658,2.619,71.751,2.16,103.463,2.492,106.743,2.683,112.757
5.219,14.343,4.915,14.89,5.224,14.89,3.453,29.105,3.251,29.105,3.407,28.559,3.132,42.227,2.957,42.227,3.259,42.227,2.553,72.845,2.897,71.751,2.669,73.392,2.209,105.65,2.542,108.93,2.733,114.944
5.269,14.89,4.965,15.437,5.274,15.437,3.503,29.652,3.301,29.652,3.457,29.105,3.182,43.321,3.006,42.774,3.309,42.774,2.603,73.938,2.948,73.392,2.719,74.485,2.259,107.837,2.592,111.117,2.783,116.584
5.319,15.437,5.015,15.764,5.324,15.437,3.553,30.199,3.351,29.652,3.507,29.652,3.232,43.868,3.056,43.321,3.359,43.868,2.653,75.579,2.997,74.485,2.769,76.125,2.309,110.024,2.642,113.304,2.833,118.771
5.369,15.437,5.065,15.984,5.374,15.984,3.603,30.746,3.401,30.199,3.557,30.199,3.282,44.414,3.106,43.868,3.409,44.414,2.703,76.672,3.047,75.579,2.819,77.219,2.359,112.21,2.695,115.491,2.883,120.958
5.419,15.984,5.115,16.357,5.424,16.53,3.653,30.746,3.452,30.746,3.607,30.199,3.332,44.961,3.156,44.961,3.459,44.961,2.753,78.312,3.097,77.219,2.869,78.312,2.409,114.397,2.742,117.131,2.933,123.145
5.469,15.984,5.165,16.53,5.474,16.53,3.703,31.292,3.501,31.292,3.657,30.746,3.382,45.508,3.206,45.508,3.509,45.508,2.803,79.406,3.147,78.312,2.92,79.953,2.459,116.584,2.792,119.318,2.983,125.332
5.519,16.53,5.215,17.077,5.524,17.077,3.753,31.839,3.551,31.839,3.707,31.292,3.432,46.055,3.256,46.055,3.559,46.055,2.854,80.499,3.197,79.406,2.969,81.046,2.509,118.771,2.842,121.505,3.033,127.519
5.569,16.53,5.265,17.077,5.574,17.077,3.803,32.386,3.601,32.386,3.757,31.839,3.482,47.148,3.306,46.601,3.609,47.148,2.903,82.14,3.247,81.046,3.019,82.686,2.559,120.958,2.893,123.692,3.083,129.706
5.619,17.077,5.315,17.624,5.624,17.624,3.853,32.933,3.651,32.386,3.807,32.386,3.532,47.695,3.356,47.695,3.659,47.695,2.953,83.233,3.297,82.14,3.069,83.78,2.609,123.145,2.942,125.879,3.133,131.893
5.669,17.077,5.366,17.624,5.674,17.624,3.903,33.479,3.701,32.933,3.857,32.933,3.582,48.241,3.406,48.241,3.709,48.241,3.003,84.327,3.347,83.233,3.119,84.873,2.659,125.332,2.992,128.066,3.183,134.08
5.719,17.624,5.415,17.98,5.724,18.171,3.953,33.479,3.751,33.479,3.907,33.479,3.632,48.788,3.456,48.788,3.759,48.788,3.054,85.967,3.397,84.873,3.169,86.514,2.709,127.519,3.042,130.253,3.233,136.267
5.769,17.624,5.465,18.171,5.774,18.171,4.003,34.026,3.801,34.026,3.958,33.479,3.682,49.335,3.506,49.335,3.809,49.335,3.103,87.06,3.447,85.967,3.219,87.607,2.759,129.706,3.092,132.44,3.284,138.454
5.819,18.171,5.515,18.717,5.824,18.717,4.053,34.573,3.851,34.573,4.007,34.026,3.732,49.882,3.556,49.882,3.86,49.882,3.153,88.154,3.497,87.06,3.269,89.247,2.809,131.893,3.142,134.627,3.333,140.641
5.869,18.171,5.565,18.994,5.875,18.717,4.103,35.12,3.901,35.12,4.057,34.573,3.782,50.428,3.606,50.975,3.909,50.975,3.203,89.794,3.547,88.701,3.319,90.341,2.859,134.08,3.192,136.814,3.383,142.828
5.919,18.717,5.615,19.264,5.924,19.264,4.153,35.666,3.951,35.666,4.107,35.12,3.832,50.975,3.656,51.522,3.959,51.522,3.253,90.887,3.597,89.794,3.369,91.434,2.909,136.267,3.242,139.001,3.433,145.015
5.969,18.717,5.665,19.354,5.974,19.264,4.203,35.666,4.001,35.666,4.157,35.666,3.882,52.069,3.706,52.069,4.009,52.069,3.303,92.528,3.647,91.434,3.419,93.074,2.959,138.454,3.292,141.188,3.483,147.202
6.019,19.264,5.715,19.456,6.024,19.811,4.253,36.213,4.051,36.213,4.207,35.666,3.932,52.615,3.756,52.615,4.059,52.615,3.353,93.621,3.697,92.528,3.469,94.168,3.009,140.641,3.342,143.375,3.533,149.389
6.069,19.264,5.765,19.556,6.074,19.811,4.303,36.76,4.101,36.76,4.257,36.213,3.983,53.162,3.806,53.162,4.109,53.162,3.403,94.715,3.747,93.621,3.519,95.808,3.059,142.828,3.392,145.562,3.583,151.576
6.119,19.811,5.815,19.78,6.124,20.358,4.353,37.307,4.151,36.76,4.307,36.76,4.032,53.709,3.856,53.709,4.159,53.709,3.453,96.355,3.797,95.261,3.569,96.902,3.109,145.015,3.442,147.749,3.633,153.763
6.169,19.811,5.865,19.99,6.174,20.358,4.403,37.853,4.201,37.307,4.357,37.307,4.082,54.256,3.906,54.256,4.209,54.256,3.503,97.448,3.847,96.355,3.619,98.542,3.159,147.202,3.492,149.389,3.683,155.95
6.22,20.358,5.915,20.37,6.224,20.904,4.454,37.853,4.251,37.853,4.408,37.307,4.133,54.802,3.956,55.349,4.259,55.349,3.553,99.089,3.897,97.448,3.67,99.635,3.209,149.389,3.542,151.576,3.733,158.137
6.269,20.904,5.965,20.587,6.274,20.904,4.503,38.4,4.301,37.853,4.457,37.853,4.182,55.349,4.006,55.896,4.309,55.896,3.603,100.182,3.947,99.089,3.719,100.729,3.259,151.576,3.592,153.763,3.784,160.324
6.319,20.904,6.015,21.456,6.324,21.451,4.553,38.947,4.351,38.4,4.507,38.4,4.232,56.443,4.056,56.443,4.359,56.443,3.653,101.276,3.998,100.182,3.769,102.369,3.309,153.763,3.642,155.95,3.833,162.511
6.369,20.904,6.065,21.667,6.374,21.451,4.603,39.494,4.401,38.947,4.557,38.947,4.282,56.989,4.106,56.989,4.409,56.989,3.703,102.916,4.047,101.276,3.819,104.009,3.359,155.95,3.692,158.137,3.883,164.698
6.419,21.451,6.115,21.998,6.424,21.998,4.653,39.494,4.451,39.494,4.607,38.947,4.333,57.536,4.156,57.536,4.459,57.536,3.753,104.009,4.097,102.916,3.869,105.103,3.409,157.59,3.742,160.324,3.933,166.338
6.469,21.451,6.165,22.354,6.474,21.998,4.703,40.04,4.501,40.04,4.657,39.494,4.382,58.083,4.206,58.083,4.509,58.083,3.803,105.65,4.147,104.009,3.919,106.196,3.459,159.777,3.792,162.511,3.983,168.525
6.519,21.998,6.215,22.545,6.524,22.545,4.753,40.587,4.551,40.04,4.707,40.04,4.432,58.63,4.256,59.176,4.559,58.63,3.853,106.743,4.197,105.103,3.969,107.837,3.509,161.964,3.842,164.698,4.033,171.259
6.569,21.998,6.215,22.545,6.574,22.545,4.803,41.134,4.601,40.587,4.757,40.587,4.482,59.176,4.306,59.723,4.61,59.176,3.903,107.837,4.247,106.743,4.019,108.93,3.559,164.151,3.892,166.885,4.083,172.899
6.619,22.545,6.315,23.091,6.624,23.091,4.853,41.134,4.651,41.134,4.807,40.587,4.532,59.723,4.356,60.27,4.659,60.27,3.954,109.477,4.297,107.837,4.069,110.024,3.609,166.338,3.942,168.525,4.133,175.086
6.669,22.545,6.365,23.091,6.675,23.091,4.903,41.681,4.701,41.134,4.857,41.134,4.582,60.27,4.406,60.817,4.709,60.817,4.003,110.57,4.347,109.477,4.119,111.664,3.659,168.525,3.992,170.712,4.183,177.273
6.719,22.545,6.415,23.638,6.724,23.638,4.953,42.227,4.751,41.681,4.907,41.681,4.632,60.817,4.456,61.363,4.759,61.363,4.053,111.664,4.398,110.57,4.169,112.757,3.709,170.712,4.042,172.899,4.233,179.46
6.769,23.091,6.465,23.638,6.774,23.638,5.003,42.227,4.801,42.227,4.957,42.227,4.682,61.363,4.506,61.91,4.809,61.91,4.103,112.757,4.447,111.664,4.219,113.851,3.759,172.899,4.092,175.086,4.283,181.647
6.819,23.091,6.515,24.185,6.824,24.185,5.053,42.774,4.851,42.774,5.008,42.227,4.732,61.91,4.556,62.457,4.859,62.457,4.153,114.397,4.497,113.304,4.269,115.491,3.809,175.086,4.142,177.273,4.333,183.834
6.869,23.638,6.565,24.185,6.874,24.185,5.103,43.321,4.902,42.774,5.057,42.774,4.782,63.004,4.606,63.55,4.91,63.004,4.203,115.491,4.547,114.397,4.319,116.584,3.859,177.273,4.192,179.46,4.383,186.021
6.919,23.638,6.615,24.732,6.925,24.185,5.153,43.321,4.951,43.321,5.107,42.774,4.832,63.55,4.656,64.097,4.959,64.097,4.253,116.584,4.597,115.491,4.369,117.678,3.909,179.46,4.243,181.647,4.433,188.208
6.969,24.185,6.665,24.732,6.974,24.732,5.203,43.868,5.001,43.868,5.157,43.321,4.882,64.097,4.706,64.644,5.009,64.644,4.303,118.225,4.647,117.131,4.419,119.318,3.96,181.647,4.292,183.834,4.483,190.395
7.019,24.185,6.715,24.732,7.024,24.732,5.253,44.414,5.051,43.868,5.207,43.868,4.932,64.644,4.756,65.191,5.059,65.191,4.353,119.318,4.697,118.225,4.469,120.412,4.009,183.834,4.342,186.021,4.533,192.582
7.069,24.185,6.765,25.278,7.074,25.278,5.303,44.414,5.101,44.414,5.257,43.868,4.982,65.191,4.807,65.737,5.109,65.737,4.404,120.412,4.747,119.318,4.519,122.052,4.059,186.021,4.392,188.208,4.583,194.769
7.119,24.732,6.815,25.278,7.124,25.278,5.353,44.961,5.151,44.961,5.307,44.414,5.032,65.737,4.857,66.284,5.159,66.284,4.454,122.052,4.797,120.958,4.569,123.145,4.109,188.208,4.442,190.395,4.633,196.956
7.169,24.732,6.865,25.825,7.174,25.825,5.405,45.508,5.201,44.961,5.357,44.961,5.082,66.284,4.906,66.831,5.21,66.831,4.503,123.145,4.847,122.052,4.62,124.239,4.159,190.395,4.492,192.582,4.683,198.596
7.219,25.278,6.915,25.825,7.224,25.825,5.453,46.055,5.251,45.508,5.407,45.508,5.132,67.378,4.956,67.924,5.259,67.378,4.553,124.786,4.897,123.145,4.669,125.879,4.209,192.582,4.542,194.222,4.733,200.783
7.269,25.278,6.965,26.372,7.274,25.825,5.503,46.055,5.301,46.055,5.457,45.508,5.182,67.924,5.007,68.471,5.309,68.471,4.603,125.879,4.947,124.786,4.719,126.973,4.259,194.769,4.593,196.409,4.783,202.97
7.319,25.825,7.015,26.372,7.324,26.372,5.553,46.601,5.351,46.055,5.507,46.055,5.232,67.924,5.056,69.018,5.359,69.018,4.653,126.973,4.997,125.879,4.769,128.613,4.309,196.409,4.642,198.596,4.833,205.157
7.369,25.825,7.065,26.372,7.374,26.372,5.603,47.148,5.401,46.601,5.557,46.055,5.282,69.018,5.106,69.564,5.409,69.564,4.703,128.066,5.047,126.973,4.819,129.706,4.359,198.596,4.692,200.783,4.883,207.344
7.419,25.825,7.116,26.918,7.424,26.918,5.653,47.148,5.451,47.148,5.607,46.601,5.332,69.564,5.156,70.111,5.459,70.111,4.753,129.706,5.097,128.613,4.869,130.8,4.409,200.783,4.742,202.97,4.933,209.531
7.469,26.372,7.165,26.918,7.474,26.918,5.703,47.695,5.501,47.148,5.657,47.148,5.382,70.111,5.206,70.658,5.509,70.658,4.803,130.8,5.147,129.706,4.919,132.44,4.459,202.97,4.792,205.157,4.983,211.718
7.519,26.372,7.215,27.465,7.524,27.465,5.753,47.695,5.551,47.695,5.707,47.695,5.432,70.658,5.256,71.751,5.559,71.205,4.853,131.893,5.197,130.8,4.969,133.533,4.509,205.157,4.842,207.344,5.033,213.905
7.569,26.918,7.265,27.465,7.574,27.465,5.803,48.241,5.601,48.241,5.757,47.695,5.482,71.205,5.306,72.298,5.609,71.751,4.903,133.533,5.247,132.44,5.019,134.627,4.56,207.344,4.892,209.531,5.083,216.092
7.619,26.918,7.315,27.465,7.624,27.465,5.853,48.788,5.651,48.241,5.807,48.241,5.532,71.751,5.356,72.845,5.659,72.298,4.953,134.627,5.297,133.533,5.069,136.267,4.609,209.531,4.942,211.171,5.133,218.279
7.669,26.918,7.365,28.012,7.674,28.012,5.903,48.788,5.701,48.788,5.857,48.241,5.582,72.298,5.406,73.392,5.709,72.845,5.003,135.72,5.347,134.627,5.119,137.361,4.659,211.718,4.992,213.358,5.183,220.466
7.719,27.465,7.415,28.012,7.724,28.012,5.953,49.335,5.751,49.335,5.907,48.788,5.632,73.392,5.456,73.938,5.759,73.938,5.053,136.814,5.397,136.267,5.169,139.001,4.709,213.905,5.042,215.545,5.233,222.653
7.769,27.465,7.466,28.559,7.774,28.559,6.003,49.882,5.801,49.335,5.957,49.335,5.682,73.938,5.506,74.485,5.809,74.485,5.103,138.454,5.447,137.361,5.219,140.094,4.759,216.092,5.092,217.732,5.283,224.293
7.819,28.012,7.515,28.559,7.825,28.559,6.053,49.882,5.851,49.882,6.007,49.882,5.732,74.485,5.556,75.032,5.859,75.032,5.153,139.548,5.497,138.454,5.269,141.188,4.809,218.279,5.142,219.919,5.333,226.48
7.869,28.012,7.565,28.559,7.874,28.559,6.103,50.428,5.901,50.428,6.057,49.882,5.783,75.032,5.608,76.125,5.909,75.579,5.203,140.641,5.547,140.094,5.319,142.281,4.859,220.466,5.192,222.106,5.383,228.667
7.919,28.012,7.615,29.105,7.924,29.105,6.153,50.975,5.951,50.428,6.107,50.428,5.832,75.579,5.656,76.125,5.959,76.125,5.253,142.281,5.597,140.641,5.369,143.922,4.909,222.653,5.242,224.293,5.433,230.854
7.969,28.559,7.665,29.105,7.975,29.105,6.203,50.975,6.001,50.975,6.157,50.428,5.882,76.125,5.706,77.219,6.009,76.672,5.303,143.375,5.647,142.281,5.419,145.015,4.959,224.84,5.292,226.48,5.483,233.041
8.019,28.559,7.715,29.652,8.024,29.652,6.253,51.522,6.051,51.522,6.207,50.975,5.932,76.672,5.756,77.766,6.059,77.219,5.353,144.468,5.697,143.375,5.469,146.655,5.009,227.027,5.342,228.667,5.533,234.681
8.069,29.105,7.765,29.652,8.074,29.652,6.303,52.069,6.101,51.522,6.257,51.522,5.982,77.219,5.806,78.312,6.109,77.766,5.403,146.109,5.747,145.015,5.519,147.749,5.059,228.667,5.392,230.854,5.583,236.868
8.119,29.105,7.815,29.652,8.124,29.652,6.353,52.069,6.151,52.069,6.307,51.522,6.032,78.312,5.856,78.859,6.159,78.859,5.453,147.202,5.797,146.109,5.569,148.842,5.109,230.854,5.442,232.494,5.633,239.055
8.169,29.105,7.865,30.199,8.174,30.199,6.403,52.615,6.201,52.615,6.357,52.069,6.082,78.312,5.906,79.406,6.209,79.406,5.503,148.842,5.847,147.202,5.619,150.483,5.159,233.041,5.492,234.681,5.683,241.242
8.219,29.652,7.915,30.199,8.224,30.199,6.453,53.162,6.251,52.615,6.407,52.069,6.132,78.859,5.956,79.953,6.259,79.953,5.553,149.936,5.897,148.296,5.669,151.576,5.209,235.228,5.542,236.868,5.733,243.429
8.269,29.652,7.965,30.199,8.274,30.199,6.504,53.162,6.301,53.162,6.458,52.615,6.182,79.953,6.006,80.499,6.309,80.499,5.603,151.029,5.947,149.936,5.719,153.216,5.259,237.415,5.592,238.508,5.783,245.616
8.32,29.652,8.015,30.746,8.324,30.746,6.553,53.709,6.351,53.709,6.507,53.162,6.232,80.499,6.056,81.593,6.359,81.046,5.653,152.67,5.997,151.029,5.769,154.31,5.309,239.602,5.642,240.695,5.833,247.803
8.369,30.199,8.065,30.746,8.374,30.746,6.603,54.256,6.401,53.709,6.557,53.709,6.283,81.046,6.106,82.14,6.409,81.593,5.703,153.763,6.047,152.123,5.819,155.403,5.36,241.789,5.692,242.882,5.883,249.99
8.419,30.199,8.116,31.292,8.424,31.292,6.653,54.256,6.451,54.256,6.607,53.709,6.332,81.593,6.156,82.686,6.459,82.14,5.753,154.856,6.097,153.763,5.869,157.043,5.409,243.976,5.742,245.069,5.933,252.177
8.469,30.199,8.165,31.292,8.474,31.292,6.703,54.802,6.501,54.802,6.657,54.256,6.382,82.14,6.206,83.233,6.509,82.686,5.803,156.497,6.147,154.856,5.919,158.137,5.459,246.163,5.792,247.256,5.983,253.817
8.519,30.746,8.215,31.292,8.524,31.292,6.753,55.349,6.551,54.802,6.707,54.256,6.432,82.686,6.256,83.78,6.559,83.233,5.854,157.59,6.197,155.95,5.969,159.23,5.509,248.35,5.842,249.443,6.033,254.911
8.569,30.746,8.265,31.839,8.574,31.839,6.803,55.349,6.601,55.349,6.757,54.802,6.482,83.233,6.306,84.327,6.61,84.327,5.903,158.684,6.247,157.59,6.019,160.871,5.559,250.537,5.892,251.63,0,0
8.619,31.292,8.315,31.839,8.624,31.839,6.853,55.896,6.651,55.349,6.808,55.349,6.532,83.78,6.356,85.42,6.659,84.873,5.953,160.324,6.297,158.684,6.069,161.964,5.609,252.177,5.942,253.27,0,0
8.669,31.292,8.365,31.839,8.674,31.839,6.903,56.443,6.701,55.896,6.857,55.896,6.582,84.327,6.407,85.967,6.709,85.42,6.003,161.417,6.347,159.777,6.119,163.604,5.659,253.817,5.992,254.364,0,0
8.719,31.292,8.415,32.386,8.724,32.386,6.954,56.443,6.751,56.443,6.907,55.896,6.632,84.873,6.456,86.514,6.759,85.967,6.053,162.511,6.397,160.871,6.169,164.698,5.709,254.911,6.042,254.911,0,0
8.769,31.839,8.465,32.386,8.774,32.386,7.003,56.989,6.801,56.989,6.957,56.443,6.682,85.967,6.506,87.06,6.809,86.514,6.103,164.151,6.447,162.511,6.219,165.791,0,0,0,0,0,0
8.82,31.839,8.515,32.933,8.825,32.933,7.053,56.989,6.851,56.989,7.007,56.443,6.732,86.514,6.556,87.607,6.859,87.06,6.153,165.245,6.497,163.604,6.27,167.432,0,0,0,0,0,0
8.869,31.839,8.565,32.933,8.874,32.933,7.103,57.536,6.901,57.536,7.057,56.989,6.782,87.06,6.756,90.341,6.909,87.607,6.203,166.338,6.548,165.245,6.319,168.525,0,0,0,0,0,0
