Motion Through Fluids Experiment Thu, Oct 29, 2020 10:17 AM
Time(sec)	Position(mm)
9.156	119.865
9.206	120.412
9.256	120.958
9.306	121.505
9.356	122.052
9.406	122.599
9.456	123.145
9.506	124.239
9.556	124.786
9.607	125.332
9.656	125.879
9.706	126.426
9.756	126.973
9.806	127.519
9.857	128.066
9.906	129.160
9.956	129.706
10.006	130.253
10.057	130.800
10.107	131.347
10.156	131.893
10.206	132.440
10.256	132.987
10.306	133.533
10.356	134.080
10.406	135.174
10.456	135.720
10.506	136.267
10.556	136.814
10.606	137.361
10.656	137.907
10.707	138.454
10.756	139.001
10.806	139.548
10.856	140.641
10.906	141.188
10.957	141.735
11.006	142.281
11.056	142.828
11.106	143.922
11.156	143.922
11.206	144.468
11.256	145.015
11.306	146.109
11.356	146.655
11.406	147.202
11.456	147.749
11.506	148.296
11.556	148.842
11.606	149.389
11.656	149.936
11.706	151.029
11.756	151.576
11.806	152.123
11.856	152.670
11.906	153.216
11.956	153.763
12.006	154.310
12.056	154.856
12.106	155.403
12.156	155.950
12.206	157.043
12.256	157.590
12.306	158.137
12.356	158.684
12.406	159.230
12.457	159.777
12.506	160.324
12.556	161.417
12.606	161.964
12.656	162.511
12.706	163.058
12.756	163.604
12.806	164.151
12.857	164.698
12.906	165.245
12.956	166.338
13.006	166.885
13.056	167.432
13.106	167.978
13.156	168.525
13.206	169.072
13.256	169.619
13.306	170.165
13.356	170.712
13.406	171.806
13.456	172.352
13.506	172.899
13.556	173.446
13.606	173.992
13.656	174.539
13.706	175.086
13.756	176.179
13.806	176.726
13.856	177.273
13.906	177.820
13.956	178.366
14.006	178.913
14.056	179.460
14.106	180.007
14.156	180.553
14.206	181.100
14.256	182.194
14.306	182.740
14.356	183.287
14.406	183.834
14.456	184.381
14.506	184.927
14.556	185.474
14.606	186.021
14.656	187.114
14.706	187.661
14.756	188.208
14.806	188.755
14.857	189.301
14.906	189.848
14.956	190.395
15.006	190.942
15.056	191.488
15.106	192.035
15.156	192.582
15.206	193.675
15.257	194.222
15.306	194.769
15.356	195.316
15.407	195.862
15.456	196.409
15.506	196.956
15.556	197.502
15.606	198.596
15.656	199.143
15.706	199.689
15.756	200.236
15.806	200.783
15.856	201.330
15.906	201.876
15.956	202.423
16.006	202.970
16.056	204.063
16.106	204.610
16.156	205.157
16.206	205.704
16.256	206.250
16.306	206.797
16.356	207.344
16.406	208.437
16.456	208.984
16.506	209.531
16.556	210.078
16.606	210.624
16.656	211.171
16.706	211.718
16.756	212.265
16.806	212.811
16.856	213.358
16.906	214.452
16.956	214.998
17.006	215.545
17.056	216.092
17.106	216.638
17.156	217.185
17.206	217.732
17.256	218.279
17.306	218.825
17.356	219.372
17.406	220.466
17.456	221.012
17.506	221.559
17.557	222.106
17.606	222.653
17.656	223.199
17.706	223.746
17.756	224.293
17.806	224.840
17.856	225.933
17.906	226.480
17.956	227.027
18.006	227.573
18.056	228.120
18.106	228.667
18.156	229.214
18.206	229.760
18.256	230.307
18.306	230.854
18.356	231.401
18.406	232.494
18.456	233.041
18.506	233.588
18.556	234.134
18.606	234.681
18.656	235.228
18.706	235.775
18.756	236.321
18.806	237.415
18.856	237.962
18.906	238.508
18.956	239.055
19.006	239.602
19.056	240.148
19.106	240.695
19.156	241.242
19.206	241.789
19.256	242.335
19.306	243.429
19.357	243.429
19.406	243.976
19.456	245.069
19.506	245.616
19.556	246.163
19.606	246.709
19.656	247.256
19.706	247.803
19.756	248.350
19.806	249.443
19.856	249.990
19.906	250.537
19.956	251.083
20.006	251.630
20.056	252.177
20.106	252.724
20.156	253.270
20.206	253.817
20.256	254.364
20.306	254.364
20.356	254.911
20.406	254.911
20.456	255.457
20.506	0.000
20.556	0.000
20.606	0.000
20.656	0.000
20.706	0.000
20.756	0.000
20.806	0.000
20.856	0.000
20.906	0.000
20.956	0.000
