Motion Through Fluids Experiment Thu, Oct 29, 2020 10:23 AM
Time(sec)	Position(mm)
8.769	31.839
8.820	31.839
8.869	31.839
8.919	32.386
8.969	32.386
9.019	32.933
9.069	32.933
9.119	32.933
9.169	33.479
9.219	33.479
9.269	33.479
9.319	34.026
9.369	34.026
9.419	34.026
9.469	34.573
9.519	34.573
9.569	35.120
9.619	35.120
9.669	35.120
9.719	35.666
9.769	35.666
9.819	35.666
9.870	36.213
9.919	36.213
9.970	36.213
10.019	36.213
10.069	36.760
10.119	36.760
10.170	36.760
10.219	37.307
10.269	37.307
10.319	37.853
10.369	37.853
10.419	37.853
10.469	37.853
10.519	37.853
10.569	38.400
10.619	38.400
10.669	38.400
10.719	38.400
10.769	38.947
10.819	38.947
10.869	39.494
10.919	39.494
10.969	39.494
11.019	40.040
11.069	40.040
11.119	40.040
11.169	40.587
11.219	40.587
11.269	40.587
11.319	40.587
11.369	41.134
11.419	41.134
11.469	41.134
11.519	41.681
11.569	41.681
11.619	41.681
11.669	42.227
11.719	42.227
11.769	42.227
11.819	42.774
11.869	42.774
11.919	42.774
11.969	42.774
12.020	43.321
12.069	43.321
12.119	43.321
12.169	43.868
12.219	43.868
12.269	43.868
12.319	43.868
12.369	44.414
12.419	44.414
12.469	44.414
12.519	44.961
12.569	44.961
12.619	44.961
12.669	44.961
12.719	45.508
12.769	45.508
12.819	45.508
12.869	46.055
12.919	46.055
12.969	46.055
13.019	46.601
13.069	46.601
13.119	46.601
13.169	46.601
13.219	47.148
13.269	47.148
13.319	47.148
13.369	47.695
13.419	47.695
13.469	47.695
13.519	47.695
13.569	48.241
13.619	48.241
13.669	48.241
13.719	48.241
13.769	48.788
13.819	48.788
13.869	48.788
13.919	49.335
13.969	49.335
14.019	49.335
14.069	49.882
14.119	49.882
14.169	49.882
14.219	49.882
14.269	50.428
14.319	50.428
14.369	50.428
14.419	50.975
14.469	50.975
14.519	50.975
14.569	50.975
14.619	51.522
14.669	51.522
14.719	51.522
14.769	52.069
14.819	52.069
14.869	52.069
14.919	52.069
14.969	52.615
15.019	52.615
15.069	52.615
15.119	53.162
15.169	53.162
15.219	53.162
15.269	53.162
15.319	53.709
15.369	53.709
15.419	53.709
15.469	54.256
15.519	54.256
15.569	54.256
15.619	54.256
15.669	54.802
15.719	54.802
15.769	54.802
15.819	54.802
15.869	55.349
15.919	55.349
15.969	55.349
16.019	55.896
16.069	55.896
16.119	55.896
16.169	56.443
16.219	56.443
16.269	56.443
16.319	56.443
16.369	56.989
16.419	56.989
16.469	56.989
16.519	57.536
16.569	57.536
16.619	57.536
16.669	58.083
16.719	58.083
16.769	58.083
16.819	58.083
16.869	58.630
16.919	58.630
16.969	58.630
17.019	59.176
17.069	59.176
17.119	59.176
17.169	59.176
17.219	59.723
17.269	59.723
17.320	59.723
17.369	60.270
17.422	60.270
17.469	60.270
17.519	60.270
17.569	60.817
17.619	60.817
17.669	60.817
17.719	61.363
17.769	61.363
17.819	61.363
17.869	61.363
17.919	61.910
17.969	61.910
18.019	61.910
18.069	61.910
18.119	62.457
18.169	62.457
18.219	62.457
18.269	63.004
18.319	63.004
18.369	63.004
18.419	63.550
18.469	63.550
18.519	63.550
18.569	63.550
18.620	64.097
18.669	64.097
18.719	64.097
18.769	64.644
18.820	64.644
18.869	64.644
18.919	65.191
18.969	65.191
19.019	65.191
19.069	65.191
19.119	65.737
19.169	65.737
19.220	65.737
19.269	65.737
19.319	66.284
19.369	66.284
19.419	66.284
19.469	66.831
19.519	66.831
19.569	66.831
19.619	66.831
19.669	67.378
19.719	67.378
19.769	67.378
19.819	67.924
19.869	67.924
19.919	67.924
19.969	68.471
20.019	68.471
20.070	68.471
20.119	68.471
20.169	69.018
20.219	69.018
20.269	69.018
20.319	69.018
20.369	69.564
20.419	69.564
20.469	69.564
20.519	70.111
20.569	70.111
20.619	70.111
20.669	70.111
20.719	70.658
20.769	70.658
20.819	70.658
20.869	71.205
20.919	71.205
20.969	71.205
21.019	71.205
21.069	71.751
21.119	71.751
21.169	71.751
21.219	72.298
21.269	72.298
21.319	72.298
21.369	72.298
21.419	72.298
21.469	72.845
21.519	72.845
21.569	72.845
21.619	73.392
21.669	73.392
21.719	73.392
21.769	73.938
21.819	73.938
21.869	73.938
21.919	74.485
21.969	74.485
22.019	74.485
22.069	74.485
22.119	74.485
22.169	75.032
22.219	75.032
22.269	75.579
22.319	75.579
22.369	75.579
22.419	75.579
22.469	76.125
22.519	76.125
22.569	76.125
22.619	76.672
22.669	76.672
22.719	76.672
22.769	76.672
22.819	76.672
22.869	77.219
22.919	77.219
22.969	77.219
23.019	77.766
23.069	77.766
23.119	77.766
23.169	77.766
23.219	78.312
23.269	78.312
23.319	78.859
23.369	78.859
23.419	78.859
23.469	78.859
23.519	79.406
23.569	79.406
23.619	79.406
23.669	79.406
23.719	79.953
23.769	79.953
23.819	79.953
23.869	79.953
23.919	80.499
23.969	80.499
24.019	80.499
24.070	81.046
24.119	81.046
24.169	81.046
24.219	81.593
24.269	81.593
24.319	81.593
24.370	82.140
24.419	82.140
24.469	82.140
24.519	82.140
24.569	82.686
24.619	82.686
24.669	82.686
24.719	82.686
24.769	83.233
24.819	83.233
24.869	83.233
24.919	83.233
24.969	83.780
25.019	83.780
