Motion Through Fluids Experiment Thu, Oct 29, 2020 10:25 AM
Time(sec)	Position(mm)
20.015	70.658
20.065	71.205
20.115	71.205
20.165	71.205
20.215	71.751
20.265	71.751
20.315	71.751
20.365	71.751
20.415	72.298
20.465	72.298
20.515	72.298
20.565	72.298
20.615	72.845
20.665	72.845
20.715	72.845
20.765	73.392
20.815	73.392
20.865	73.392
20.915	73.938
20.965	73.938
21.015	73.938
21.065	74.485
21.115	74.485
21.165	74.485
21.215	74.485
21.265	75.032
21.315	75.032
21.365	75.032
21.415	75.032
21.465	75.579
21.515	75.579
21.565	76.125
21.615	76.125
21.665	76.125
21.715	76.125
21.765	76.672
21.815	76.672
21.865	76.672
21.915	76.672
21.965	77.219
22.015	77.219
22.066	77.219
22.115	77.766
22.165	77.766
22.215	77.766
22.265	77.766
22.315	78.312
22.365	78.312
22.415	78.312
22.465	78.859
22.515	78.859
22.565	78.859
22.615	78.859
22.665	79.406
22.715	79.406
22.765	79.406
22.815	79.953
22.865	79.953
22.915	79.953
22.965	80.499
23.015	80.499
23.065	80.499
23.116	80.499
23.165	81.046
23.215	81.046
23.265	81.046
23.315	81.593
23.365	81.593
23.415	81.593
23.465	81.593
23.515	82.140
23.565	82.140
23.615	82.140
23.665	82.686
23.715	82.686
23.765	82.686
23.815	83.233
23.865	83.233
23.915	83.233
23.965	83.233
24.015	83.780
24.065	83.780
24.115	83.780
24.165	83.780
24.215	84.327
24.265	84.327
24.315	84.327
24.365	84.873
24.415	84.873
24.465	84.873
24.516	85.420
24.565	85.420
24.615	85.420
24.665	85.420
24.715	85.967
24.765	85.967
24.815	85.967
24.865	86.514
24.915	86.514
24.965	86.514
25.015	87.060
25.065	87.060
25.115	87.060
25.165	87.060
25.215	87.607
25.265	87.607
