Motion Through Fluids Experiment Thu, Oct 29, 2020 10:27 AM
Time(sec)	Position(mm)
11.024	40.587
11.074	41.134
11.124	41.134
11.174	41.134
11.224	41.681
11.274	41.681
11.324	41.681
11.374	42.227
11.424	42.227
11.474	42.227
11.524	42.774
11.574	42.774
11.624	42.774
11.674	42.774
11.724	43.321
11.774	43.321
11.825	43.321
11.874	43.868
11.924	43.868
11.974	43.868
12.024	43.868
12.074	44.414
12.124	44.414
12.174	44.414
12.224	44.961
12.274	44.961
12.324	44.961
12.374	45.508
12.424	45.508
12.474	45.508
12.524	45.508
12.574	46.055
12.624	46.055
12.674	46.055
12.724	46.601
12.774	46.601
12.824	46.601
12.874	47.148
12.924	47.148
12.974	47.148
13.024	47.695
13.074	47.695
13.124	47.695
13.174	47.695
13.224	48.241
13.274	48.241
13.324	48.241
13.374	48.788
13.424	48.788
13.474	48.788
13.524	48.788
13.574	49.335
13.624	49.335
13.674	49.335
13.724	49.882
13.774	49.882
13.824	49.882
13.874	50.428
13.924	50.428
13.974	50.428
14.024	50.428
14.074	50.975
14.124	50.975
14.174	50.975
14.224	51.522
14.274	51.522
14.324	51.522
14.374	52.069
14.424	52.069
14.474	52.069
14.524	52.069
14.574	52.615
14.624	52.615
14.674	52.615
14.724	53.162
14.774	53.162
14.824	53.162
14.874	53.162
14.924	53.709
14.974	53.709
15.025	53.709
15.074	54.256
15.124	54.256
15.175	54.256
15.224	54.802
15.274	54.802
15.324	54.802
15.374	54.802
15.424	55.349
15.474	55.349
15.524	55.349
15.574	55.896
15.624	55.896
15.674	55.896
15.724	55.896
15.774	56.443
15.824	56.443
15.874	56.443
15.924	56.989
15.974	56.989
16.024	56.989
16.074	57.536
16.124	57.536
16.174	57.536
16.224	58.083
16.274	58.083
16.325	58.083
16.374	58.083
16.424	58.630
16.474	58.630
16.525	58.630
16.574	58.630
16.624	59.176
16.674	59.176
16.724	59.723
16.774	59.723
16.824	59.723
16.874	59.723
16.924	60.270
16.974	60.270
17.024	60.270
17.074	60.817
17.124	60.817
17.174	60.817
17.224	60.817
17.274	61.363
17.324	61.363
17.374	61.363
17.424	61.910
17.475	61.910
17.524	61.910
17.574	62.457
17.624	62.457
17.674	62.457
17.724	62.457
17.774	63.004
17.824	63.004
17.874	63.004
17.924	63.550
17.974	63.550
18.024	63.550
18.074	64.097
18.124	64.097
18.174	64.097
18.224	64.097
18.274	64.644
18.324	64.644
18.374	64.644
18.425	65.191
18.474	65.191
18.524	65.191
18.574	65.737
18.624	65.737
18.674	65.737
18.724	65.737
18.775	66.284
18.824	66.284
18.874	66.284
18.924	66.831
18.974	66.831
19.024	66.831
19.075	66.831
19.124	67.378
19.174	67.378
19.224	67.378
19.274	67.924
19.324	67.924
19.374	67.924
19.424	67.924
19.474	68.471
19.524	68.471
19.574	68.471
19.624	69.018
19.674	69.018
19.724	69.018
19.774	69.564
19.824	69.564
19.874	69.564
19.924	70.111
19.974	70.111
20.024	70.111
20.074	70.111
20.124	70.658
20.174	70.658
20.224	70.658
20.274	71.205
20.324	71.205
20.374	71.205
20.424	71.205
20.474	71.751
20.524	71.751
20.574	71.751
20.624	72.298
20.674	72.298
20.724	72.298
20.774	72.845
20.824	72.845
20.874	72.845
20.924	72.845
20.974	73.392
21.024	73.392
21.074	73.392
21.124	73.938
21.174	73.938
21.224	73.938
21.274	74.485
21.324	74.485
21.374	74.485
21.424	74.485
21.474	75.032
21.524	75.032
21.574	75.032
21.624	75.579
21.674	75.579
21.724	75.579
21.774	75.579
21.824	76.125
21.874	76.125
21.924	76.125
21.974	76.672
22.024	76.672
22.074	76.672
22.124	76.672
22.175	77.219
22.224	77.219
22.274	77.219
22.324	77.766
22.374	77.766
22.424	77.766
22.474	78.312
22.524	78.312
22.574	78.312
22.624	78.312
22.674	78.859
22.724	78.859
22.774	78.859
22.824	79.406
22.874	79.406
22.924	79.406
22.974	79.406
23.024	79.953
23.075	79.953
23.124	79.953
23.174	80.499
23.225	80.499
23.274	80.499
23.324	81.046
23.374	81.046
23.424	81.046
23.474	81.046
23.524	81.593
23.574	81.593
23.624	81.593
23.674	82.140
23.724	82.140
23.774	82.140
23.824	82.686
23.874	82.686
23.924	82.686
23.974	82.686
24.024	83.233
24.074	83.233
24.124	83.233
24.174	83.780
24.224	83.780
24.274	83.780
24.324	84.327
24.374	84.327
24.424	84.327
24.474	84.327
24.524	84.873
24.574	84.873
24.624	84.873
24.674	85.420
24.724	85.420
24.774	85.420
24.824	85.420
24.874	85.967
24.924	85.967
24.974	85.967
