Motion Through Fluids Experiment Thu, Oct 29, 2020 10:18 AM
Time(sec)	Position(mm)
18.659	228.667
18.709	229.214
18.759	229.760
18.809	230.307
18.859	230.854
18.909	231.401
18.959	231.947
19.009	232.494
19.059	233.041
19.109	233.588
19.159	234.134
19.209	234.681
19.259	235.775
19.309	236.321
19.359	236.868
19.409	237.415
19.459	237.962
19.509	238.508
19.560	239.055
19.609	239.602
19.659	240.695
19.709	240.695
19.759	241.789
19.809	242.335
19.859	242.882
19.910	243.429
19.959	243.976
20.009	244.522
20.059	245.069
20.109	245.616
20.159	246.163
20.209	246.709
20.259	247.256
20.309	248.350
20.360	248.896
20.409	249.443
20.459	249.990
20.509	250.537
20.559	251.083
20.609	251.630
20.659	252.177
20.709	252.724
20.759	253.270
20.809	253.817
20.859	254.364
20.909	254.364
20.959	254.911
21.009	254.911
21.059	255.457
21.109	0.000
21.159	0.000
21.209	0.000
21.259	0.000
21.309	0.000
21.359	0.000
